,name,hand,height,matchs,win,pourc_return_win_pnt,pourc_break_games,pourc_break_point_made,pourc_break_point_saved,pourc_serv_games_win,pourc_serv_in,mean_ranking_oppo,pourc_serv_win_pnt,Under Pressure Rating, % Break Point Saved, % Break Points Converted Pressure, % Deciding Sets Won, % Tie Breaks Won,rang
249,roger federer,R,185.0,72.0,61.0,0.4121195350263011,0.30936133016402617,0.42300390638968055,0.48884761072261074,0.9267355159818396,0.6415167144642004,39.666666666666664,0.7321984379237649,235.2,0.684,0.409,0.6920000000000001,0.5670000000000001,3.0
285,tommy robredo,R,180.0,43.0,23.0,0.3641388179667604,0.23859607844415964,0.43017893798907564,0.5657389122505402,0.7721849745481758,0.628413322594507,68.83720930232558,0.6311862312924419,208.3,0.612,0.42100000000000004,0.588,0.462,42.0
298,feliciano lopez,L,188.0,58.0,32.0,0.3412174928237752,0.1612990843440828,0.33397650443929927,0.6527383611548765,0.8465470796364171,0.5725870147019553,93.34482758620689,0.6684204500774693,215.7,0.703,0.331,0.48,0.643,17.0
306,paul henri mathieu,R,185.0,16.0,5.0,0.3506681581100727,0.20598937596220201,0.41951121794871793,0.6088045634920635,0.7321295024420024,0.571151506029587,52.125,0.6068564935903779,,,,,,95.0
309,david ferrer,R,175.0,69.0,53.0,0.43568593324039095,0.35751869539054887,0.4757378769304711,0.5940930292592697,0.8015127730213878,0.6239865525789791,52.608695652173914,0.6436191443559053,248.9,0.6,0.442,0.882,0.565,7.0
326,rafael nadal,L,185.0,80.0,60.0,0.4160991784486874,0.3313372901608195,0.42740325737858614,0.5774312319624818,0.8378786068163002,0.679528310622714,48.4,0.671113880979286,221.1,0.621,0.425,0.609,0.556,5.0
331,ivo karlovic,R,208.0,63.0,38.0,0.2902662005199808,0.09844972410098458,0.3114672805148996,0.5914733414733415,0.9547011691403359,0.6635623186389693,77.80952380952381,0.7552761072269667,208.6,0.797,0.312,0.556,0.42100000000000004,23.0
333,richard gasquet,R,185.0,60.0,43.0,0.3856384584104388,0.25661600303434656,0.4652913195192607,0.5465901791445271,0.8571107060852311,0.633895770950443,50.833333333333336,0.6891770182754852,230.1,0.6459999999999999,0.408,0.647,0.6,9.0
338,fernando verdasco,L,188.0,50.0,24.0,0.3534353704089764,0.19371856443156252,0.34544146376499313,0.5714978077478079,0.8264134702443525,0.6459221640078687,64.82,0.6611163710137081,198.2,0.6629999999999999,0.349,0.522,0.44799999999999995,49.0
339,tomas berdych,R,196.0,79.0,57.0,0.3990388172261931,0.2824368449084324,0.466586402345896,0.5354669943277537,0.8542568755720769,0.5662045218410581,45.0253164556962,0.6828296391447239,243.4,0.626,0.45899999999999996,0.643,0.706,6.0
348,juan monaco,R,185.0,40.0,21.0,0.39856437149340634,0.29519715374494787,0.37681866744366743,0.5948115079365077,0.7363327798941612,0.7192529779050876,65.85,0.606226829314326,178.7,0.616,0.419,0.5379999999999999,0.214,53.0
349,philipp kohlschreiber,R,178.0,51.0,29.0,0.3870414216691452,0.2726979080879337,0.4171747098217687,0.5282982876408482,0.8108918417083757,0.6357919621160704,57.96078431372549,0.6622764398334116,186.6,0.599,0.42700000000000005,0.4,0.44,34.0
350,nicolas almagro,R,183.0,34.0,15.0,0.3515303442924192,0.17220867658515626,0.26398544266191326,0.5156464546602955,0.7942512312754529,0.5726676269874015,50.411764705882355,0.6472920001079369,186.7,0.583,0.303,0.455,0.526,73.0
352,yen hsun lu,R,180.0,37.0,16.0,0.36255464221456263,0.21639643895835844,0.39060121560121563,0.5002792627792627,0.7425433856161412,0.5776704418867137,46.891891891891895,0.6283978124809582,,,,,,77.0
355,gilles muller,L,193.0,55.0,31.0,0.32172203502559715,0.16312090418155717,0.3798629148629149,0.6397457192243288,0.8652474088492942,0.6062656076006175,62.32727272727273,0.6841963600881859,227.1,0.7090000000000001,0.38299999999999995,0.579,0.6,38.0
356,nicolas mahut,R,190.0,20.0,10.0,0.35956681480889274,0.2020762607275765,0.38779040404040405,0.5764574314574313,0.7742732839056369,0.6247660224225366,51.95,0.6299495022536441,,,,,,71.0
357,gael monfils,R,193.0,51.0,33.0,0.3808300219556253,0.23364190883940594,0.41773460103909926,0.6869718612798198,0.8417559772106934,0.6419732325872758,57.76470588235294,0.6591583369922418,229.3,0.687,0.40700000000000003,0.556,0.643,24.0
361,guillermo garcia lopez,R,188.0,56.0,31.0,0.3873111446182526,0.2710825600636525,0.4321393388357674,0.5536500453911168,0.780358226808083,0.5489926274629474,88.16071428571429,0.6289573009776198,,,,,,27.0
365,marcos baghdatis,R,183.0,45.0,26.0,0.37596614592947547,0.23283099955521097,0.4234452142060839,0.5667145070653844,0.7831072694449329,0.5454194221742572,69.15555555555555,0.6359007084497508,215.7,0.612,0.418,0.556,0.5710000000000001,46.0
367,stan wawrinka,R,183.0,72.0,54.0,0.3630026190649558,0.21879449585463784,0.39310779883696545,0.6285645613464241,0.8520249358484653,0.5631107917341186,48.041666666666664,0.6743937951963873,234.9,0.6759999999999999,0.384,0.55,0.7390000000000001,4.0
369,andreas seppi,R,190.0,49.0,25.0,0.38187493644131465,0.24925082321939127,0.4180440963738493,0.5818572017551609,0.7617821626768915,0.5606403946895581,81.22448979591837,0.6301312110881676,202.9,0.588,0.42,0.6,0.42100000000000004,29.0
372,andy murray,R,190.0,77.0,63.0,0.4202341912157982,0.3356481738007278,0.4747485549689925,0.6049166419894377,0.8404062662329446,0.6158797169235624,55.246753246753244,0.669748527026449,247.8,0.636,0.446,0.813,0.583,2.0
375,novak djokovic,R,188.0,87.0,81.0,0.4428768772430608,0.378598046072958,0.4702913917909555,0.5201295968557076,0.9027101161806522,0.6666224365253841,34.81609195402299,0.706580341399836,266.7,0.682,0.442,0.889,0.654,1.0
378,benjamin becker,R,178.0,30.0,10.0,0.3179482547725902,0.1472239440221896,0.4080605505605506,0.5551792651792652,0.7456212603186289,0.6062570547413902,58.56666666666667,0.6201128064873977,174.9,0.573,0.39,0.35700000000000004,0.429,97.0
380,gilles simon,R,183.0,63.0,41.0,0.40898379909396104,0.31164717302976946,0.49225203808537155,0.5263528138528139,0.7564061801426312,0.5834346389792792,71.26984126984127,0.6214583704092671,215.1,0.564,0.473,0.652,0.462,15.0
389,teymuraz gabashvili,R,188.0,37.0,16.0,0.35439270528593786,0.18700199033016368,0.349115899115899,0.622821789126137,0.7789438414438414,0.5674689067175938,64.43243243243244,0.6339206342270627,210.5,0.636,0.36,0.41700000000000004,0.6920000000000001,50.0
397,sam querrey,R,198.0,44.0,20.0,0.336854963583665,0.1638140858695671,0.35368293322838773,0.5674308015217105,0.8563454296743065,0.5953313022654722,51.77272727272727,0.6885649998418025,180.1,0.611,0.33299999999999996,0.43799999999999994,0.419,59.0
403,ernests gulbis,R,190.0,34.0,10.0,0.33262249381473274,0.17004931343166635,0.3941993464052288,0.6274988083811612,0.7463015103383436,0.580365532201377,58.0,0.6215656715834171,179.4,0.615,0.365,0.385,0.429,81.0
407,simone bolelli,R,183.0,52.0,28.0,0.35056628555094616,0.19499497028699764,0.42695845820845835,0.5400729101816057,0.8378124106913698,0.6666303923875317,59.98076923076923,0.668401418603456,205.5,0.6509999999999999,0.40399999999999997,0.5,0.5,58.0
409,jo-wilfried tsonga,R,188.0,47.0,32.0,0.36730350301132064,0.21911002133549332,0.46568484953555106,0.5278228863335247,0.8718884665816972,0.6195784836562547,56.659574468085104,0.696368604662076,219.0,0.655,0.375,0.737,0.423,10.0
413,robin haase,R,190.0,33.0,13.0,0.3382761559867297,0.18201021992465846,0.44611804317686665,0.5536167536167536,0.7431272777529461,0.601974248891996,62.09090909090909,0.6107353550972892,190.3,0.5429999999999999,0.42700000000000005,0.47100000000000003,0.462,66.0
414,steve darcis,R,178.0,19.0,8.0,0.3445636715316592,0.17465918584339635,0.3248345222029433,0.6118333113485468,0.6848417964904033,0.6431581135489589,47.68421052631579,0.5813989066561653,,,,,,86.0
415,fabio fognini,R,178.0,55.0,30.0,0.3919682096962445,0.2787993178444909,0.40836718985114706,0.5641714983581014,0.728993896149821,0.5843585668776232,70.7090909090909,0.6082903180907138,216.9,0.595,0.418,0.706,0.45,21.0
416,marin cilic,R,198.0,53.0,34.0,0.3684387056650629,0.20095674180302367,0.39920771052846526,0.6017942225489397,0.8427021234710059,0.5872108804055001,70.75471698113208,0.6697294744008252,234.7,0.649,0.376,0.579,0.743,13.0
417,marcel granollers,R,190.0,35.0,14.0,0.3574521657823933,0.2103889504519757,0.36798114117441855,0.5127994227994228,0.7052457556449154,0.5928453591332231,70.97142857142858,0.5982573878775389,181.3,0.584,0.391,0.5710000000000001,0.267,84.0
418,thomaz bellucci,L,188.0,56.0,29.0,0.3830365058080907,0.23152628475632678,0.38754509379509383,0.5912117644260502,0.7876239642127248,0.5851603914759617,72.51785714285714,0.6391301814909938,208.0,0.625,0.379,0.524,0.552,37.0
419,viktor troicki,R,193.0,60.0,33.0,0.36210344770741604,0.2112748636463471,0.3991055703555703,0.5229722592222593,0.7974778968551177,0.6293850386171064,78.61666666666666,0.6553716938177784,209.1,0.611,0.392,0.636,0.452,22.0
420,dudi sela,R,175.0,15.0,6.0,0.36184228422686693,0.17196036776572515,0.33430905695611574,0.5818557368557368,0.7001715648186236,0.5949003936078383,77.73333333333333,0.5998931307959553,,,,,,100.0
421,john isner,R,206.0,68.0,45.0,0.2963087595396397,0.1182757235479872,0.34203961887785406,0.5829075336428279,0.9328430272099457,0.702532451205605,58.98529411764706,0.7382223694098027,225.3,0.743,0.33,0.5710000000000001,0.609,11.0
422,donald young,L,183.0,43.0,21.0,0.36880124256630825,0.2400880781226347,0.35285447756377986,0.4853389504552295,0.7260368941111367,0.5535858363966408,68.88372093023256,0.610891579122104,224.4,0.575,0.384,0.5710000000000001,0.7140000000000001,48.0
423,kevin anderson,R,203.0,70.0,46.0,0.33881377086439307,0.1739446918460388,0.4072364143792715,0.5481297670583385,0.8810391030895616,0.634641796162675,63.6,0.7062748542920031,224.6,0.6759999999999999,0.366,0.619,0.585,12.0
426,kei nishikori,R,178.0,66.0,50.0,0.3927742498438228,0.2859953852691007,0.4264031147158081,0.5851695066407984,0.8439163813422704,0.5957443207994757,40.13636363636363,0.6656378575460017,218.7,0.6409999999999999,0.39799999999999996,0.7390000000000001,0.409,8.0
427,jeremy chardy,R,188.0,54.0,27.0,0.35559526030620686,0.19572211446136453,0.3766581155470043,0.5807808189752633,0.8176056330532595,0.6201129212118405,70.42592592592592,0.666234226484456,188.9,0.625,0.40399999999999997,0.41200000000000003,0.44799999999999995,31.0
428,pablo cuevas,R,180.0,53.0,28.0,0.3747695320506891,0.2368005626821854,0.40180977303618803,0.5868539217595823,0.8030356341744654,0.6053100170903314,64.43396226415095,0.6367191282184436,197.3,0.655,0.433,0.45,0.435,40.0
429,pablo andujar,R,180.0,38.0,16.0,0.39332875735685113,0.25346697287523073,0.4245386192754615,0.5473585925598308,0.7342750930383326,0.6694291894667183,61.10526315789474,0.6035446933036189,184.4,0.599,0.41600000000000004,0.4,0.429,64.0
430,sergiy stakhovsky,R,193.0,44.0,19.0,0.3447378289862825,0.19989160228394678,0.3232675783812147,0.5948311159514721,0.7944492012285077,0.6177516990769226,75.95454545454545,0.6361017031665177,194.7,0.669,0.37799999999999995,0.5,0.4,62.0
438,leonardo mayer,R,188.0,47.0,24.0,0.35139591435345463,0.18787757649986753,0.3399897522863731,0.6082771247664864,0.8558726265390846,0.6383774082950442,68.65957446808511,0.6737325228706179,185.4,0.6559999999999999,0.313,0.33299999999999996,0.552,35.0
441,daniel gimeno traver,R,185.0,31.0,13.0,0.36510315510419306,0.21494874179384313,0.3389284550574873,0.46783046702401543,0.7525816708841276,0.6068880064054704,80.3225806451613,0.6172568219319801,,,,,,98.0
442,denis istomin,R,188.0,43.0,20.0,0.3646938947724886,0.21252764802622057,0.3527584818282493,0.5422898806619737,0.7990788876625181,0.6354872563978384,83.18604651162791,0.6481171981569219,180.4,0.615,0.389,0.3,0.5,61.0
448,adrian mannarino,L,183.0,57.0,28.0,0.372955285801255,0.24130541408607098,0.39574868806170743,0.5738117222881766,0.7727537440772737,0.6113319607254633,106.40350877192982,0.6391269314510697,183.7,0.634,0.39299999999999996,0.381,0.429,47.0
449,paolo lorenzi,R,183.0,25.0,7.0,0.30970324749323164,0.15029015211368152,0.34378354978354986,0.4977388167388167,0.6917055210584623,0.5653428901103655,76.04,0.585813151359362,,,,,,68.0
450,rajeev ram,R,193.0,11.0,5.0,0.28990806369723715,0.10909090909090909,0.32954545454545453,0.6484356552538371,0.826481688246394,0.6451415427787945,76.18181818181819,0.654331361807111,,,,,,89.0
455,thiemo de bakker,R,193.0,4.0,1.0,0.3301597363083164,0.10819964349376113,0.2551282051282051,0.6680555555555555,0.803273013750955,0.5341243601744707,38.5,0.6220388774920831,,,,,,99.0
458,santiago giraldo,R,188.0,45.0,19.0,0.367916396038867,0.23094436427769766,0.3492711609378277,0.5506309122975791,0.7345068067226725,0.700497218493953,83.97777777777777,0.6117023037693479,190.9,0.565,0.37,0.545,0.429,70.0
459,illya marchenko,R,185.0,8.0,3.0,0.3195313290352623,0.17822128851540617,0.30201023391812865,0.6183531746031745,0.8487335275019099,0.5855991632174715,35.5,0.6504029292883425,,,,,,94.0
460,alexandr dolgopolov,R,180.0,51.0,25.0,0.3805673558981538,0.23661931270062767,0.4287796401983253,0.5553780642015937,0.809246152075327,0.5864812034479707,49.90196078431372,0.6572396801469284,177.5,0.601,0.414,0.4,0.36,36.0
466,mikhail kukushkin,R,183.0,38.0,16.0,0.34956113032512687,0.2133435610596683,0.3848606029333583,0.5149037731274574,0.736391839154997,0.5813305888928181,71.78947368421052,0.6104823148866317,199.7,0.596,0.435,0.545,0.42100000000000004,65.0
469,ricardas berankis,R,175.0,30.0,12.0,0.3440122754919679,0.19110606358688195,0.4481673174320233,0.600872884721769,0.8126760280308875,0.5750520842561964,66.43333333333334,0.6523696255366155,171.9,0.649,0.395,0.28600000000000003,0.389,85.0
470,ivan dodig,R,183.0,18.0,8.0,0.381936547451316,0.24318588546529726,0.4446849446849446,0.49295935545935543,0.8206352153656077,0.5941120285671451,73.44444444444444,0.6656924353610912,,,,,,87.0
472,milos raonic,R,196.0,47.0,32.0,0.3101187344300648,0.13210901353842477,0.29895299735725267,0.6424281392366499,0.9338519866713,0.6298030743875135,57.38297872340426,0.7297091429130377,239.5,0.78,0.32799999999999996,0.75,0.537,14.0
473,grigor dimitrov,R,188.0,54.0,32.0,0.3741186230456914,0.22002783210755722,0.386703026054878,0.5618931220711407,0.8284355414406563,0.6226323597094937,49.98148148148148,0.6729961332731024,214.2,0.65,0.368,0.524,0.6,28.0
477,andreas haider maurer,R,190.0,45.0,19.0,0.3282596164047208,0.17784936922191824,0.3538913330678036,0.5836759601671883,0.7463273890234674,0.5506129070651357,68.26666666666667,0.6066775075466376,,,,,,63.0
479,albert ramos,L,188.0,39.0,16.0,0.35828663035591746,0.21715278075721037,0.4145087106625569,0.62666980455442,0.7740573047699747,0.6293702076413347,56.94871794871795,0.6321084743640258,,,,,,54.0
480,lukas rosol,R,196.0,47.0,19.0,0.33122146284553616,0.1709845935596874,0.3403134690368734,0.52815919305281,0.7645533380630242,0.5691638394163641,64.53191489361703,0.6231920307361489,196.4,0.61,0.354,0.444,0.556,55.0
482,bernard tomic,R,193.0,62.0,36.0,0.3407418353948511,0.2087236924654423,0.3788424020634646,0.6200329464442367,0.8287263108178471,0.6607175499107152,76.12903225806451,0.6523055176184293,205.0,0.688,0.4,0.5,0.462,18.0
485,martin klizan,L,190.0,51.0,24.0,0.3435956197497664,0.18590420616804695,0.3951476083829024,0.550947810426958,0.7246425956563808,0.5748650466395789,63.529411764705884,0.6028065106589706,230.9,0.601,0.37799999999999995,0.65,0.68,43.0
488,benoit paire,R,196.0,40.0,23.0,0.3839934608334506,0.2540288048304352,0.4482725753778385,0.5810203175092881,0.7426679398817558,0.522352984548648,81.425,0.6096090475145926,253.7,0.628,0.45299999999999996,0.706,0.75,19.0
493,david goffin,R,180.0,57.0,33.0,0.39504983205709504,0.27890079167124676,0.38087023484127563,0.5586269810341018,0.767002951381737,0.5604528718203055,56.719298245614034,0.6397026049000549,217.5,0.599,0.38799999999999996,0.556,0.632,16.0
498,vasek pospisil,R,193.0,46.0,24.0,0.3200648522285616,0.15436357215768975,0.38725845410628024,0.617850241545894,0.8580430092546457,0.5822274215391798,67.8913043478261,0.6782091072852187,196.5,0.669,0.392,0.5710000000000001,0.33299999999999996,39.0
501,jerzy janowicz,R,203.0,42.0,20.0,0.3381062374838663,0.18454890206604052,0.34050293470350973,0.6205907188050046,0.7909932664423994,0.6568968565551022,61.404761904761905,0.6273586963690253,194.8,0.6459999999999999,0.348,0.563,0.391,57.0
502,roberto bautista agut,R,183.0,70.0,41.0,0.37813160773236465,0.2445448626635047,0.42114906918478345,0.6161644203749469,0.8371471470683294,0.6434194229588043,69.21428571428571,0.6670167109118655,201.5,0.65,0.43700000000000006,0.45,0.478,25.0
503,andrey kuznetsov,R,185.0,19.0,7.0,0.34756771944276954,0.20563537339853127,0.4465026201868307,0.505658522763786,0.6948156183613248,0.5944642070381082,55.89473684210526,0.598255896718039,,,,,,79.0
504,aljaz bedene,R,181.0,34.0,17.0,0.35569414992124376,0.19703927393555873,0.40588259779436253,0.5546531491384434,0.771894943721569,0.5400952032734839,74.3529411764706,0.6348221273745785,242.3,0.568,0.41200000000000003,0.8,0.643,45.0
505,evgeny donskoy,R,185.0,8.0,4.0,0.3485492729675006,0.19070901686033265,0.3236111111111111,0.5786931818181819,0.7808356117566644,0.5906755241089001,37.625,0.6261073396346546,,,,,,91.0
507,joao sousa,R,185.0,64.0,34.0,0.3701754753189589,0.22501788237781684,0.4005631928673966,0.584351325757576,0.7834768116447703,0.5921366127981634,69.578125,0.6279012113889071,209.6,0.621,0.386,0.625,0.46399999999999997,33.0
508,guido pella,L,185.0,5.0,1.0,0.3107221203294135,0.16443850267379678,0.5283333333333333,0.6900432900432901,0.8006684491978611,0.6827930330385508,53.6,0.6352767323160731,,,,,,74.0
511,steve johnson,R,188.0,63.0,36.0,0.3403203009366608,0.18132407426694938,0.3579943425181518,0.5490717835955932,0.8362136701352385,0.600128038575674,66.55555555555556,0.6719727115848627,207.7,0.622,0.364,0.667,0.424,32.0
512,jack sock,R,185.0,51.0,33.0,0.3456676795405156,0.24766925532496464,0.44745809745809734,0.572434074639957,0.8359169457352847,0.5771029344300022,58.96078431372549,0.6642950166221362,232.1,0.636,0.445,0.688,0.552,26.0
513,denis kudla,R,180.0,20.0,6.0,0.3397667279558412,0.19437575709314844,0.4384701409701409,0.4779130591630591,0.7274924149924151,0.6154921586942748,60.95,0.6095656659665714,,,,,,69.0
514,federico delbonis,L,190.0,33.0,15.0,0.3710254750333178,0.23049804333808052,0.3874021601294328,0.5148503012139376,0.712812227879073,0.5912053361899291,84.66666666666667,0.60488223009408,206.8,0.568,0.40399999999999997,0.429,0.667,52.0
515,jiri vesely,L,198.0,51.0,23.0,0.3638087229542537,0.2196121655751049,0.4230718355718356,0.5592751891194799,0.7983237670785476,0.6476699748139598,76.52941176470588,0.6517851985374746,192.2,0.621,0.41700000000000004,0.313,0.5710000000000001,41.0
518,pablo carreno busta,R,188.0,39.0,14.0,0.37530274542479286,0.23619187080725546,0.37145169645169646,0.6259891106044951,0.7835471812549689,0.6036564569657922,121.66666666666667,0.6267092004845493,148.8,0.625,0.387,0.14300000000000002,0.33299999999999996,67.0
523,dusan lajovic,R,180.0,33.0,13.0,0.3619381639222668,0.2236840842856886,0.38421776035412397,0.5567460317460318,0.7390623710810877,0.635076834755802,88.75757575757575,0.6177751816201451,171.0,0.5870000000000001,0.374,0.385,0.364,76.0
524,dominic thiem,R,185.0,62.0,36.0,0.3710593909137138,0.2334213151662967,0.3406699035731294,0.5700501559372528,0.8289308320318006,0.5655202709484928,55.45161290322581,0.6650966558272213,190.1,0.613,0.33,0.526,0.43200000000000005,20.0
525,victor estrella,R,173.0,34.0,15.0,0.32398660133294566,0.1685253728494941,0.40291783380018675,0.5192014684661742,0.712644427371936,0.6428559384156525,86.26470588235294,0.5973771857457356,,,,,,56.0
527,sam groth,R,193.0,39.0,18.0,0.2854014010906044,0.10340684819585075,0.2293332735640428,0.648405516052575,0.8461849930316802,0.6161878531236193,76.84615384615384,0.6810314037818349,193.9,0.649,0.28,0.429,0.581,60.0
528,diego schwartzman,R,170.0,31.0,11.0,0.39247066573077366,0.2857528970813766,0.4405328448197719,0.5029152404626788,0.6691234078052412,0.5805151518066342,57.67741935483871,0.5812069296501348,177.7,0.522,0.43799999999999994,0.4,0.41700000000000004,88.0
529,nick kyrgios,R,193.0,42.0,24.0,0.3380281778248411,0.19415157867833668,0.43348774241631377,0.5896212253355111,0.8587651467962875,0.6320308288915489,47.95238095238095,0.6739124156766486,207.5,0.6559999999999999,0.38799999999999996,0.5,0.531,30.0
531,borna coric,R,188.0,51.0,24.0,0.3436161053722611,0.1898302907766549,0.3674151108407163,0.553593788965306,0.7381389982093306,0.5923634263445289,48.254901960784316,0.6171063893764503,228.9,0.5760000000000001,0.374,0.647,0.6920000000000001,44.0
534,damir dzumhur,R,172.0,15.0,6.0,0.40526274508709237,0.30711292606029444,0.40070858965595807,0.3819576719576719,0.7012494912494912,0.6586157900954366,68.8,0.6137813241847929,,,,,,82.0
536,lucas pouille,R,185.0,24.0,10.0,0.3538948725336792,0.19885173359921812,0.3574269480519481,0.6011315958007133,0.7342057933824576,0.5482385635196069,48.5,0.6049038724395066,,,,,,78.0
538,thanasi kokkinakis,R,196.0,27.0,11.0,0.34662264975217033,0.1708009933193149,0.3891830391830392,0.5940464884909331,0.7947483141518157,0.5925874062590483,46.74074074074074,0.6433017437985241,,,,,,80.0
539,alexander zverev,R,198.0,29.0,13.0,0.33273692187223936,0.19710991904196778,0.44207162569231534,0.5838557993730407,0.7741714956218001,0.6046713854141486,74.89655172413794,0.6246974605481804,202.8,0.591,0.43700000000000006,0.588,0.41200000000000003,83.0
540,hyeon chung,R,188.0,17.0,8.0,0.4052039555466292,0.3321265988913048,0.4185563187293291,0.4774509803921569,0.7973639432462962,0.6088752026731866,68.58823529411765,0.6518989888508299,,,,,,51.0
541,john millman,R,183.0,13.0,4.0,0.33367528788382406,0.19989575202125812,0.37183329491021794,0.3682727528881375,0.7606494206960673,0.634368586213551,50.69230769230769,0.6257599431213333,,,,,,92.0
546,taro daniel,R,191.0,5.0,0.0,0.31795554693483735,0.13873015873015876,0.5916666666666666,0.5488888888888889,0.5615384615384615,0.6500915750915751,56.6,0.5334432234432235,,,,,,96.0
548,marco cecchinato,R,185.0,2.0,0.0,0.2239819004524887,0.0625,0.5,0.45238095238095233,0.65,0.5671107576058858,67.5,0.5484191688208391,,,,,,90.0
549,inigo cervantes huegun,R,183.0,1.0,0.0,0.3855421686746988,0.18181818181818177,0.25,0.5,0.7272727272727273,0.5303030303030303,85.0,0.5909090909090909,,,,,,72.0
551,yuki bhambri,R,183.0,1.0,0.0,0.2608695652173913,0.125,0.4,0.3333333333333333,0.7333333333333333,0.6666666666666666,6.0,0.5614035087719298,,,,,,93.0
